AssignOrder;OR06820;BR01;
PickProduct;SR01;P127;
PutProduct;BR01;
FinishOrder;OR06979;
AssignOrder;OR09433;BR01;
PickProduct;SR01;P446;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09433;
AssignOrder;OR02212;BR01;
PickProduct;SR01;P491;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02212;
AssignOrder;OR04843;BR01;
PickProduct;SR01;P372;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04843;
AssignOrder;OR00330;BR01;
PickProduct;SR01;P446;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00330;
AssignOrder;OR00491;BR01;
PickProduct;SR01;P204;
PutProduct;BR01;
FinishOrder;OR00491;
AssignOrder;OR09843;BR01;
PickProduct;SR02;P078;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09843;
AssignOrder;OR04646;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04646;
AssignOrder;OR00668;BR01;
PickProduct;SR02;P191;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00668;
AssignOrder;OR01421;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01421;
AssignOrder;OR09299;BR01;
PickProduct;SR02;P102;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09299;
AssignOrder;OR03892;BR01;
PickProduct;SR02;P042;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03892;
AssignOrder;OR00405;BR01;
PickProduct;SR02;P102;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00405;
AssignOrder;OR08112;BR01;
PickProduct;SR02;P351;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08112;
AssignOrder;OR00934;BR01;
PickProduct;SR02;P078;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00934;
AssignOrder;OR01186;BR01;
PickProduct;SR02;P042;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01186;
AssignOrder;OR00443;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00443;
AssignOrder;OR09457;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09457;
AssignOrder;OR00085;BR01;
PickProduct;SR02;P402;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00085;
AssignOrder;OR00020;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00020;
AssignOrder;OR08971;BR01;
PickProduct;SR02;P484;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08971;
AssignOrder;OR07384;BR01;
PickProduct;SR02;P042;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07384;
AssignOrder;OR07662;BR01;
PickProduct;SR02;P030;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07662;
AssignOrder;OR04137;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04137;
AssignOrder;OR07047;BR01;
PickProduct;SR02;P102;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07047;
AssignOrder;OR05262;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05262;
AssignOrder;OR08070;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08070;
AssignOrder;OR03969;BR01;
PickProduct;SR02;P351;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03969;
AssignOrder;OR03326;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03326;
AssignOrder;OR07049;BR01;
PickProduct;SR02;P182;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07049;
AssignOrder;OR00818;BR01;
PickProduct;SR02;P078;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00818;
AssignOrder;OR09499;BR01;
PickProduct;SR02;P102;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09499;
AssignOrder;OR05338;BR01;
PickProduct;SR02;P078;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05338;
AssignOrder;OR03761;BR01;
PickProduct;SR02;P042;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03761;
AssignOrder;OR03007;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03007;
AssignOrder;OR05005;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
FinishOrder;OR05005;
AssignOrder;OR08113;BR01;
PickProduct;SR02;P377;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08113;
AssignOrder;OR01966;BR01;
PickProduct;SR02;P484;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01966;
AssignOrder;OR06807;BR01;
PickProduct;SR02;P322;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06807;
AssignOrder;OR00230;BR01;
PickProduct;SR02;P191;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00230;
AssignOrder;OR05385;BR01;
PickProduct;SR02;P089;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05385;
AssignOrder;OR02907;BR01;
PickProduct;SR02;P402;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02907;
AssignOrder;OR08639;BR01;
PickProduct;SR02;P388;
PutProduct;BR01;
FinishOrder;OR08639;
AssignOrder;OR01217;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01217;
AssignOrder;OR03400;BR01;
PickProduct;SR03;P162;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03400;
AssignOrder;OR03539;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03539;
AssignOrder;OR05771;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05771;
AssignOrder;OR09883;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09883;
AssignOrder;OR02470;BR01;
PickProduct;SR03;P162;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02470;
AssignOrder;OR04126;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04126;
AssignOrder;OR09624;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09624;
AssignOrder;OR09552;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09552;
AssignOrder;OR07650;BR01;
PickProduct;SR03;P180;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07650;
AssignOrder;OR08054;BR01;
PickProduct;SR03;P041;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08054;
AssignOrder;OR04215;BR01;
PickProduct;SR03;P299;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04215;
AssignOrder;OR02822;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02822;
AssignOrder;OR01881;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01881;
AssignOrder;OR08668;BR01;
PickProduct;SR03;P299;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08668;
AssignOrder;OR02660;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02660;
AssignOrder;OR00965;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00965;
AssignOrder;OR08411;BR01;
PickProduct;SR03;P489;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08411;
AssignOrder;OR06211;BR01;
PickProduct;SR03;P064;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06211;
AssignOrder;OR09891;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09891;
AssignOrder;OR05895;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05895;
AssignOrder;OR09803;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09803;
AssignOrder;OR00677;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00677;
AssignOrder;OR01740;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01740;
AssignOrder;OR07606;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07606;
AssignOrder;OR09950;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09950;
AssignOrder;OR08688;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08688;
AssignOrder;OR03325;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03325;
AssignOrder;OR07397;BR01;
PickProduct;SR03;P299;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07397;
AssignOrder;OR05028;BR01;
PickProduct;SR03;P187;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05028;
AssignOrder;OR02277;BR01;
PickProduct;SR03;P186;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02277;
AssignOrder;OR05945;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05945;
AssignOrder;OR01062;BR01;
PickProduct;SR03;P186;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01062;
AssignOrder;OR07760;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07760;
AssignOrder;OR00969;BR01;
PickProduct;SR03;P289;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00969;
AssignOrder;OR02012;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02012;
AssignOrder;OR07663;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
FinishOrder;OR07663;
AssignOrder;OR07705;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07705;
AssignOrder;OR07071;BR01;
PickProduct;SR03;P289;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07071;
AssignOrder;OR06606;BR01;
PickProduct;SR03;P014;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06606;
AssignOrder;OR07151;BR01;
PickProduct;SR03;P187;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07151;
AssignOrder;OR09267;BR01;
PickProduct;SR03;P289;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09267;
AssignOrder;OR01162;BR01;
PickProduct;SR03;P237;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01162;
AssignOrder;OR07052;BR01;
PickProduct;SR03;P014;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07052;
AssignOrder;OR08568;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
FinishOrder;OR08568;
AssignOrder;OR02661;BR01;
PickProduct;SR03;P106;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02661;
AssignOrder;OR03128;BR01;
PickProduct;SR03;P289;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03128;
AssignOrder;OR09711;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09711;
AssignOrder;OR04789;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04789;
AssignOrder;OR08229;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08229;
AssignOrder;OR04154;BR01;
PickProduct;SR03;P438;
PutProduct;BR01;
FinishOrder;OR04154;
AssignOrder;OR01289;BR01;
PickProduct;SR03;P162;
PutProduct;BR01;
FinishOrder;OR01289;
AssignOrder;OR03877;BR01;
PickProduct;SR03;P447;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03877;
AssignOrder;OR09168;BR01;
PickProduct;SR04;P345;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09168;
AssignOrder;OR02336;BR01;
PickProduct;SR04;P356;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02336;
AssignOrder;OR06745;BR01;
PickProduct;SR04;P003;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06745;
AssignOrder;OR07522;BR01;
PickProduct;SR04;P003;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07522;
AssignOrder;OR07798;BR01;
PickProduct;SR04;P339;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07798;
AssignOrder;OR02955;BR01;
PickProduct;SR04;P425;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02955;
AssignOrder;OR05035;BR01;
PickProduct;SR04;P356;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05035;
AssignOrder;OR08658;BR01;
PickProduct;SR04;P003;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR08658;
AssignOrder;OR06897;BR01;
PickProduct;SR04;P100;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06897;
AssignOrder;OR06582;BR01;
PickProduct;SR04;P214;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06582;
AssignOrder;OR09967;BR01;
PickProduct;SR04;P100;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09967;
AssignOrder;OR05883;BR01;
PickProduct;SR04;P003;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05883;
AssignOrder;OR01510;BR01;
PickProduct;SR04;P309;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR01510;
AssignOrder;OR00932;BR01;
PickProduct;SR04;P309;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR00932;
AssignOrder;OR04832;BR01;
PickProduct;SR04;P003;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04832;
AssignOrder;OR03437;BR01;
PickProduct;SR04;P356;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03437;
AssignOrder;OR02543;BR01;
PickProduct;SR04;P393;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR02543;
AssignOrder;OR03106;BR01;
PickProduct;SR04;P309;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03106;
AssignOrder;OR03055;BR01;
PickProduct;SR04;P393;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03055;
AssignOrder;OR03337;BR01;
PickProduct;SR04;P425;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR03337;
AssignOrder;OR04523;BR01;
PickProduct;SR04;P214;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR04523;
AssignOrder;OR06477;BR01;
PickProduct;SR04;P272;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR06477;
AssignOrder;OR07099;BR01;
PickProduct;SR04;P272;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07099;
AssignOrder;OR02617;BR01;
PickProduct;SR04;P425;
PutProduct;BR01;
FinishOrder;OR02617;
AssignOrder;OR07090;BR01;
PickProduct;SR05;P018;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR07090;
AssignOrder;OR09370;BR01;
PickProduct;SR05;P004;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR09370;
AssignOrder;OR05431;BR01;
PickProduct;SR05;P429;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
PutProduct;BR01;
FinishOrder;OR05431;
AssignOrder;OR06451;BR01;
PickProduct;SR05;P288;
PutProduct;BR01;
PutProduct;BR01;
